indicatorId,geoUnit,year,value,qualifier,magnitude
FOSGP.5T8.F500,CAN,2015,6.525909900665283,NAT_EST,
FOSGP.5T8.F500,CAN,2016,6.46914005279541,NAT_EST,
FOSGP.5T8.F500,CAN,2018,6.178800106048584,,
FOSGP.5T8.F500,CAN,2019,8.118980407714844,,
FOSGP.5T8.F500,CAN,2020,7.812620162963867,,
FOSGP.5T8.F500,CHE,2015,6.636260032653809,,
FOSGP.5T8.F500,CHE,2016,6.584440231323242,,
FOSGP.5T8.F500,CHE,2017,6.637279987335205,,
FOSGP.5T8.F500,CHE,2018,6.932089805603027,,
FOSGP.5T8.F500,CHE,2019,6.691359996795654,,
FOSGP.5T8.F500,CHE,2020,6.818910121917725,,
FOSGP.5T8.F500,CHL,2015,1.174610018730164,,
FOSGP.5T8.F500,CHL,2016,1.198660016059875,,
FOSGP.5T8.F500,CHL,2017,1.282960057258606,,
FOSGP.5T8.F500,CHL,2018,1.182940006256104,,
FOSGP.5T8.F500,CHL,2019,1.198439955711365,,
FOSGP.5T8.F500,CHL,2020,1.303009986877441,,
FOSGP.5T8.F500,CMR,2019,12.66788005828857,,
FOSGP.5T8.F500,CMR,2020,11.17811012268066,,
FOSGP.5T8.F500,COD,2016,2.850780010223389,,
FOSGP.5T8.F500,COG,2017,7.543459892272949,,
FOSGP.5T8.F500,COL,2015,1.356150031089783,,
FOSGP.5T8.F500,COL,2016,1.41746997833252,,
FOSGP.5T8.F500,COL,2017,1.420950055122375,,
FOSGP.5T8.F500,COL,2018,1.381600022315979,,
FOSGP.5T8.F500,COL,2019,2.139400005340576,,
FOSGP.5T8.F500,COL,2020,1.878319978713989,,
FOSGP.5T8.F500,CPV,2016,6.073750019073486,,
FOSGP.5T8.F500,CPV,2017,5.648719787597656,,
FOSGP.5T8.F500,CPV,2018,4.014080047607422,,
FOSGP.5T8.F500,CRI,2015,0.7915099859237671,,
FOSGP.5T8.F500,CRI,2016,1.473309993743896,,
FOSGP.5T8.F500,CRI,2017,2.040210008621216,,
FOSGP.5T8.F500,CRI,2018,2.176429986953735,,
FOSGP.5T8.F500,CRI,2019,2.187459945678711,,
FOSGP.5T8.F500,CRI,2020,2.320930004119873,,
FOSGP.5T8.F500,CUB,2016,0.7743399739265442,,
FOSGP.5T8.F500,CUB,2019,7.088679790496826,,
FOSGP.5T8.F500,CUB,2020,1.311200022697449,,
FOSGP.5T8.F500,CYP,2015,3.009700059890747,,
FOSGP.5T8.F500,CYP,2016,3.574820041656494,,
FOSGP.5T8.F500,CYP,2017,2.536540031433105,,
FOSGP.5T8.F500,CYP,2018,2.524869918823242,,
FOSGP.5T8.F500,CYP,2019,2.614059925079346,,
FOSGP.5T8.F500,CYP,2020,2.691529989242554,,
FOSGP.5T8.F500,CZE,2015,4.757490158081055,,
FOSGP.5T8.F500,CZE,2016,5.006840229034424,,
FOSGP.5T8.F500,CZE,2017,4.882299900054932,,
FOSGP.5T8.F500,CZE,2018,5.718369960784912,,
FOSGP.5T8.F500,CZE,2019,5.747169971466064,,
FOSGP.5T8.F500,CZE,2020,5.677490234375,,
FOSGP.5T8.F500,DEU,2015,9.853449821472168,,
FOSGP.5T8.F500,DEU,2016,9.459839820861816,,
FOSGP.5T8.F500,DEU,2017,9.238269805908203,,
FOSGP.5T8.F500,DEU,2018,9.049530029296875,,
FOSGP.5T8.F500,DEU,2019,8.041319847106934,,
FOSGP.5T8.F500,DEU,2020,7.840590000152588,,
FOSGP.5T8.F500,DNK,2015,4.617889881134033,,
FOSGP.5T8.F500,DNK,2016,5.602059841156006,,
FOSGP.5T8.F500,DNK,2017,5.263919830322266,,
FOSGP.5T8.F500,DNK,2018,5.439169883728027,,
FOSGP.5T8.F500,DNK,2019,5.543310165405273,,
FOSGP.5T8.F500,DNK,2020,5.30964994430542,,
FOSGP.5T8.F500,DOM,2015,1.167930006980896,,
FOSGP.5T8.F500,DOM,2016,1.112480044364929,,
FOSGP.5T8.F500,DOM,2017,0.9289299845695496,,
FOSGP.5T8.F500,DOM,2020,0.9526600241661072,,
FOSGP.5T8.F500,DZA,2015,11.14256000518799,,
FOSGP.5T8.F500,DZA,2016,11.84467029571533,,
FOSGP.5T8.F500,DZA,2018,9.569840431213379,,
FOSGP.5T8.F500,DZA,2019,11.72134017944336,,
FOSGP.5T8.F500,DZA,2020,12.83959007263184,UIS_EST,
FOSGP.5T8.F500,ECU,2015,2.117769956588745,,
FOSGP.5T8.F500,ECU,2016,2.332609891891479,,
FOSGP.5T8.F500,ECU,2018,0.1491400003433228,UIS_EST,
FOSGP.5T8.F500,ECU,2019,5.755090236663818,,
FOSGP.5T8.F500,ECU,2020,5.503580093383789,,
FOSGP.5T8.F500,EGY,2016,3.618510007858276,,
FOSGP.5T8.F500,ERI,2016,5.165050029754639,,
FOSGP.5T8.F500,ESP,2015,5.068439960479736,,
FOSGP.5T8.F500,ESP,2016,5.160699844360352,,
FOSGP.5T8.F500,ESP,2017,5.283249855041504,,
FOSGP.5T8.F500,ESP,2018,5.195620059967041,,
FOSGP.5T8.F500,ESP,2020,4.745639801025391,,
FOSGP.5T8.F500,EST,2015,7.091790199279785,,
FOSGP.5T8.F500,EST,2016,6.918729782104492,,
FOSGP.5T8.F500,EST,2017,6.442520141601563,,
FOSGP.5T8.F500,EST,2018,6.319620132446289,,
FOSGP.5T8.F500,EST,2019,6.406559944152832,,
FOSGP.5T8.F500,EST,2020,6.120429992675781,,
FOSGP.5T8.F500,FIN,2015,4.874269962310791,,
FOSGP.5T8.F500,FIN,2016,4.772950172424316,,
FOSGP.5T8.F500,FIN,2017,4.788370132446289,,
FOSGP.5T8.F500,FIN,2018,4.610270023345947,,
FOSGP.5T8.F500,FIN,2019,4.463079929351807,,
FOSGP.5T8.F500,FIN,2020,5.248600006103516,,
FOSGP.5T8.F500,FJI,2019,12.57896995544434,,
FOSGP.5T8.F500,FRA,2015,7.367819786071777,,
FOSGP.5T8.F500,FRA,2016,7.633749961853027,,
FOSGP.5T8.F500,FRA,2018,7.961569786071777,,
FOSGP.5T8.F500,FRA,2019,8.18727970123291,,
FOSGP.5T8.F500,FRA,2020,8.181889533996582,,
FOSGP.5T8.F500,GBR,2015,13.37985038757324,,
FOSGP.5T8.F500,GBR,2016,13.56266975402832,,
FOSGP.5T8.F500,GBR,2019,13.40320014953613,,
FOSGP.5T8.F500,GBR,2020,9.221369743347168,,
FOSGP.5T8.F500,GEO,2016,9.255430221557617,,
FOSGP.5T8.F500,GEO,2017,10.33788013458252,,
FOSGP.5T8.F500,GEO,2018,9.709360122680664,,
FOSGP.5T8.F500,GEO,2019,10.32713985443115,,
FOSGP.5T8.F500,GEO,2020,7.088799953460693,,
FOSGP.5T8.F500,GHA,2015,6.706490039825439,,
FOSGP.5T8.F500,GHA,2016,5.216509819030762,,
FOSGP.5T8.F500,GHA,2017,6.451059818267822,,
FOSGP.5T8.F500,GHA,2018,4.241219997406006,,
FOSGP.5T8.F500,GHA,2019,4.883039951324463,,
FOSGP.5T8.F500,GHA,2020,4.246079921722412,,
FOSGP.5T8.F500,GIB,2020,0,,NA
FOSGP.5T8.F500,GRC,2016,8.434269905090332,,
FOSGP.5T8.F500,GRC,2017,9.598750114440918,,
FOSGP.5T8.F500,GRC,2018,9.083800315856934,,
FOSGP.5T8.F500,GRC,2019,8.892250061035156,,
FOSGP.5T8.F500,GRC,2020,9.384140014648438,,
FOSGP.5T8.F500,GRD,2015,6.264830112457275,,
FOSGP.5T8.F500,GRD,2017,5.449130058288574,,
FOSGP.5T8.F500,GRD,2018,7.736629962921143,,
FOSGP.5T8.F500,GTM,2015,1.674579977989197,,
FOSGP.5T8.F500,HND,2015,1.005540013313293,,
FOSGP.5T8.F500,HND,2016,1.727499961853027,,
FOSGP.5T8.F500,HND,2017,1.81633996963501,,
FOSGP.5T8.F500,HND,2018,1.55174994468689,,
FOSGP.5T8.F500,HND,2019,1.556190013885498,,
FOSGP.5T8.F500,HRV,2015,4.996679782867432,,
FOSGP.5T8.F500,HRV,2016,4.531559944152832,,
FOSGP.5T8.F500,HRV,2017,5.131070137023926,,
FOSGP.5T8.F500,HRV,2018,5.098690032958984,,
FOSGP.5T8.F500,HRV,2019,5.019780158996582,,
FOSGP.5T8.F500,HRV,2020,5.34699010848999,,
FOSGP.5T8.F500,HUN,2015,4.15565013885498,,
FOSGP.5T8.F500,HUN,2016,4.212299823760986,,
FOSGP.5T8.F500,HUN,2017,4.435180187225342,,
FOSGP.5T8.F500,HUN,2018,3.887579917907715,,
FOSGP.5T8.F500,HUN,2019,3.715219974517822,,
FOSGP.5T8.F500,HUN,2020,2.636369943618774,,
FOSGP.5T8.F500,IDN,2015,2.576050043106079,,
FOSGP.5T8.F500,IDN,2016,2.740789890289307,,
FOSGP.5T8.F500,IDN,2017,3.199899911880493,,
FOSGP.5T8.F500,IDN,2018,3.290479898452759,,
FOSGP.5T8.F500,IND,2015,13.14785003662109,,
FOSGP.5T8.F500,IND,2016,13.47033977508545,,
FOSGP.5T8.F500,IND,2017,15.38018035888672,,
FOSGP.5T8.F500,IND,2018,16.06399917602539,,
FOSGP.5T8.F500,IND,2019,16.02251052856445,,
FOSGP.5T8.F500,IND,2020,15.1513500213623,,
FOSGP.5T8.F500,IRL,2015,8.176460266113281,,
FOSGP.5T8.F500,IRL,2016,7.975580215454102,,
FOSGP.5T8.F500,IRL,2018,7.565169811248779,,
FOSGP.5T8.F500,IRL,2019,7.88090991973877,,
FOSGP.5T8.F500,IRL,2020,7.708360195159912,,
FOSGP.5T8.F500,IRN,2015,6.170589923858643,,
FOSGP.5T8.F500,IRN,2016,4.943950176239014,,
FOSGP.5T8.F500,IRN,2017,5.01593017578125,,
FOSGP.5T8.F500,IRN,2018,4.760489940643311,,
FOSGP.5T8.F500,IRN,2019,5.092549800872803,,
FOSGP.5T8.F500,IRN,2020,4.941880226135254,,
FOSGP.5T8.F500,ISL,2018,4.966959953308105,,
FOSGP.5T8.F500,ISL,2019,5.142859935760498,,
FOSGP.5T8.F500,ISL,2020,4.47629976272583,,
FOSGP.5T8.F500,ISR,2020,4.244160175323486,,
FOSGP.5T8.F500,ITA,2015,7.497560024261475,,
FOSGP.5T8.F500,ITA,2016,7.419970035552979,,
FOSGP.5T8.F500,ITA,2018,7.560750007629395,,
FOSGP.5T8.F500,ITA,2019,7.894279956817627,,
FOSGP.5T8.F500,ITA,2020,7.436450004577637,,
FOSGP.5T8.F500,JOR,2015,3.946690082550049,,
FOSGP.5T8.F500,JOR,2020,5.256730079650879,,
FOSGP.5T8.F500,KAZ,2016,2.744839906692505,,
FOSGP.5T8.F500,KAZ,2017,2.013489961624146,,
FOSGP.5T8.F500,KAZ,2018,1.929739952087402,,
FOSGP.5T8.F500,KAZ,2019,1.893970012664795,,
FOSGP.5T8.F500,KAZ,2020,2.200939893722534,,
FOSGP.5T8.F500,KGZ,2015,2.269150018692017,,
FOSGP.5T8.F500,KGZ,2016,2.523400068283081,,
FOSGP.5T8.F500,KGZ,2017,2.429939985275269,,
FOSGP.5T8.F500,KGZ,2018,2.71232008934021,,
FOSGP.5T8.F500,KGZ,2019,2.316590070724487,,
FOSGP.5T8.F500,KGZ,2020,2.40625,,
FOSGP.5T8.F500,KHM,2019,4.51200008392334,,
FOSGP.5T8.F500,KOR,2015,5.392910003662109,,
FOSGP.5T8.F500,KOR,2016,5.493000030517578,,
FOSGP.5T8.F500,KOR,2017,4.53971004486084,,
FOSGP.5T8.F500,KOR,2019,4.450709819793701,,
FOSGP.5T8.F500,KOR,2020,4.446020126342773,,
FOSGP.5T8.F500,LAO,2015,0.7157700061798096,,
FOSGP.5T8.F500,LAO,2016,0.6965000033378601,,
FOSGP.5T8.F500,LAO,2017,1.025239944458008,,
FOSGP.5T8.F500,LAO,2018,1.630300045013428,,
FOSGP.5T8.F500,LAO,2019,1.949569940567017,,
FOSGP.5T8.F500,LIE,2018,0,,NIL
FOSGP.5T8.F500,LIE,2019,0,,NIL
FOSGP.5T8.F500,LIE,2020,0,,NIL
FOSGP.5T8.F500,LKA,2015,6.709539890289307,,
FOSGP.5T8.F500,LKA,2016,8.413399696350098,,
FOSGP.5T8.F500,LKA,2017,9.003399848937988,,
FOSGP.5T8.F500,LKA,2018,8.009779930114746,,
FOSGP.5T8.F500,LKA,2019,8.729630470275879,,
FOSGP.5T8.F500,LKA,2020,6.189819812774658,,
FOSGP.5T8.F500,LSO,2015,1.317569971084595,,
FOSGP.5T8.F500,LSO,2018,1.343150019645691,,
FOSGP.5T8.F500,LTU,2015,3.996269941329956,,
FOSGP.5T8.F500,LTU,2016,4.25832986831665,,
FOSGP.5T8.F500,LTU,2017,4.00954008102417,,
FOSGP.5T8.F500,LTU,2018,4.269410133361816,,
FOSGP.5T8.F500,LTU,2019,4.426509857177734,,
FOSGP.5T8.F500,LTU,2020,4.169569969177246,,
FOSGP.5T8.F500,LUX,2015,3.700099945068359,,
FOSGP.5T8.F500,LUX,2016,5.529129981994629,,
FOSGP.5T8.F500,LUX,2018,5.818600177764893,,
FOSGP.5T8.F500,LUX,2019,5.159420013427734,,
FOSGP.5T8.F500,LUX,2020,5.010660171508789,,
FOSGP.5T8.F500,LVA,2015,3.530930042266846,,
FOSGP.5T8.F500,LVA,2016,3.146369934082031,,
FOSGP.5T8.F500,LVA,2017,3.132930040359497,,
FOSGP.5T8.F500,LVA,2018,2.733839988708496,,
FOSGP.5T8.F500,LVA,2019,3.030709981918335,,
FOSGP.5T8.F500,LVA,2020,2.685029983520508,,
FOSGP.5T8.F500,MAC,2015,1.18369996547699,,
FOSGP.5T8.F500,MAC,2016,0.9599599838256836,,
FOSGP.5T8.F500,MAC,2017,1.216930031776428,,
FOSGP.5T8.F500,MAC,2018,1.410060048103333,,
FOSGP.5T8.F500,MAC,2019,1.477180004119873,,
FOSGP.5T8.F500,MAC,2020,1.643769979476929,,
FOSGP.5T8.F500,MAR,2015,11.58423042297363,,
FOSGP.5T8.F500,MAR,2016,8.747010231018066,,
FOSGP.5T8.F500,MAR,2017,9.676369667053223,,
FOSGP.5T8.F500,MAR,2019,9.78596019744873,,
FOSGP.5T8.F500,MAR,2020,10.34006023406982,,
FOSGP.5T8.F500,MCO,2016,0,,NIL
FOSGP.5T8.F500,MCO,2017,0,,NIL
FOSGP.5T8.F500,MCO,2018,0,,NIL
FOSGP.5T8.F500,MCO,2019,0,,NIL
FOSGP.5T8.F500,MCO,2020,0,,NIL
FOSGP.5T8.F500,MDA,2015,2.355449914932251,,
FOSGP.5T8.F500,MDA,2018,1.97241997718811,,
FOSGP.5T8.F500,MDA,2019,1.998710036277771,,
FOSGP.5T8.F500,MDA,2020,2.207190036773682,,
FOSGP.5T8.F500,MDG,2015,10.29059028625488,,
FOSGP.5T8.F500,MDG,2016,9.150179862976074,,
FOSGP.5T8.F500,MDG,2017,9.878470420837402,,
FOSGP.5T8.F500,MDG,2018,8.154419898986816,,
FOSGP.5T8.F500,MDG,2019,8.587530136108398,,
FOSGP.5T8.F500,MDG,2020,8.809940338134766,,
FOSGP.5T8.F500,MDV,2017,0.0359999984502792,,
FOSGP.5T8.F500,MDV,2019,0.0242800004780293,,
FOSGP.5T8.F500,MEX,2015,2.983230113983154,,
FOSGP.5T8.F500,MEX,2016,2.663579940795898,,
FOSGP.5T8.F500,MEX,2017,2.412209987640381,,
FOSGP.5T8.F500,MEX,2019,2.486589908599854,,
FOSGP.5T8.F500,MEX,2020,2.618459939956665,,
FOSGP.5T8.F500,MHL,2019,0,,NIL
FOSGP.5T8.F500,MKD,2015,4.388010025024414,,
FOSGP.5T8.F500,MKD,2017,3.447949886322021,,
FOSGP.5T8.F500,MKD,2018,3.989419937133789,,
FOSGP.5T8.F500,MKD,2020,3.292229890823364,,
FOSGP.5T8.F500,MLT,2015,8.499870300292969,,
FOSGP.5T8.F500,MLT,2016,4.378089904785156,,
FOSGP.5T8.F500,MLT,2017,3.624449968338013,,
FOSGP.5T8.F500,MLT,2019,3.889019966125488,,
FOSGP.5T8.F500,MLT,2020,3.964570045471191,,
FOSGP.5T8.F500,MMR,2018,23.57165908813477,,
FOSGP.5T8.F500,MNE,2019,2.865099906921387,,
FOSGP.5T8.F500,MNG,2016,4.839920043945313,,
FOSGP.5T8.F500,MNG,2017,1.986680030822754,,
FOSGP.5T8.F500,MNG,2018,2.911119937896729,,
FOSGP.5T8.F500,MNG,2019,2.49153995513916,,
FOSGP.5T8.F500,MOZ,2015,1.943220019340515,,
FOSGP.5T8.F500,MOZ,2016,1.978729963302612,,
FOSGP.5T8.F500,MOZ,2017,1.057459950447083,,
FOSGP.5T8.F500,MOZ,2018,0.9667400121688843,,
FOSGP.5T8.F500,MRT,2016,8.632619857788086,,
FOSGP.5T8.F500,MRT,2020,27.27860069274902,,
FOSGP.5T8.F500,MSR,2019,0,,NA
FOSGP.5T8.F500,MUS,2017,4.531720161437988,,
FOSGP.5T8.F500,MUS,2020,4.378779888153076,,
FOSGP.5T8.F500,MYS,2018,3.547329902648926,,
FOSGP.5T8.F500,MYS,2019,3.711289882659912,,
FOSGP.5T8.F500,NAM,2015,6.681469917297363,,
FOSGP.5T8.F500,NAM,2016,4.571199893951416,,
FOSGP.5T8.F500,NAM,2017,3.178009986877441,,
FOSGP.5T8.F500,NAM,2018,2.529890060424805,,
FOSGP.5T8.F500,NAM,2019,5.100619792938232,,
FOSGP.5T8.F500,NAM,2020,1.607869982719421,,
FOSGP.5T8.F500,NER,2015,8.248709678649902,,
FOSGP.5T8.F500,NER,2016,5.861539840698242,,
FOSGP.5T8.F500,NER,2017,4.83903980255127,,
FOSGP.5T8.F500,NER,2018,5.130899906158447,,
FOSGP.5T8.F500,NER,2019,6.426199913024902,,
FOSGP.5T8.F500,NIU,2016,0,,NA
FOSGP.5T8.F500,NLD,2017,6.04679012298584,,
FOSGP.5T8.F500,NLD,2018,6.377059936523438,,
FOSGP.5T8.F500,NLD,2019,6.778679847717285,,
FOSGP.5T8.F500,NLD,2020,6.846049785614014,,
FOSGP.5T8.F500,NOR,2015,4.963490009307861,,
FOSGP.5T8.F500,NOR,2016,4.629670143127441,,
FOSGP.5T8.F500,NOR,2017,4.829989910125732,,
FOSGP.5T8.F500,NOR,2018,4.5311598777771,,
FOSGP.5T8.F500,NOR,2019,4.516610145568848,,
FOSGP.5T8.F500,NOR,2020,4.615059852600098,,
FOSGP.5T8.F500,NZL,2015,6.177370071411133,,
FOSGP.5T8.F500,NZL,2016,5.659180164337158,,
FOSGP.5T8.F500,NZL,2017,6.327529907226563,,
FOSGP.5T8.F500,NZL,2018,6.333499908447266,,
FOSGP.5T8.F500,NZL,2019,7.066400051116943,,
FOSGP.5T8.F500,NZL,2020,7.229100227355957,,
FOSGP.5T8.F500,OMN,2015,4.461170196533203,,
FOSGP.5T8.F500,OMN,2016,3.760309934616089,,
FOSGP.5T8.F500,OMN,2017,4.362790107727051,,
FOSGP.5T8.F500,OMN,2018,3.826689958572388,,
FOSGP.5T8.F500,OMN,2019,3.830280065536499,,
FOSGP.5T8.F500,OMN,2020,3.763149976730347,,
FOSGP.5T8.F500,PAN,2015,2.205060005187988,,
FOSGP.5T8.F500,PAN,2016,1.529029965400696,,
FOSGP.5T8.F500,PAN,2019,2.179239988327026,,
FOSGP.5T8.F500,PAN,2020,0.9208700060844421,,
FOSGP.5T8.F500,PER,2016,1.647909998893738,,
FOSGP.5T8.F500,PER,2017,1.60030996799469,,
FOSGP.5T8.F500,PHL,2015,1.598019957542419,,
FOSGP.5T8.F500,PHL,2016,1.665150046348572,,
FOSGP.5T8.F500,PHL,2017,1.480559945106506,,
FOSGP.5T8.F500,PHL,2018,1.619590044021606,,
FOSGP.5T8.F500,PHL,2019,1.851029992103577,,
FOSGP.5T8.F500,PHL,2020,1.672289967536926,,
FOSGP.5T8.F500,POL,2015,4.12755012512207,,
FOSGP.5T8.F500,POL,2016,4.117179870605469,,
FOSGP.5T8.F500,POL,2017,3.604840040206909,,
FOSGP.5T8.F500,POL,2018,3.29601001739502,,
FOSGP.5T8.F500,POL,2019,3.220079898834229,,
FOSGP.5T8.F500,POL,2020,3.221849918365479,,
FOSGP.5T8.F500,PRI,2015,6.569640159606934,,
FOSGP.5T8.F500,PRI,2016,7.268670082092285,,
FOSGP.5T8.F500,PRI,2018,7.867209911346436,,
FOSGP.5T8.F500,PRK,2015,1.546830058097839,,
FOSGP.5T8.F500,PRT,2015,6.234869956970215,,
FOSGP.5T8.F500,PRT,2016,6.581289768218994,,
FOSGP.5T8.F500,PRT,2017,6.267360210418701,,
FOSGP.5T8.F500,PRT,2019,6.088389873504639,,
FOSGP.5T8.F500,PRT,2020,6.19704008102417,,
FOSGP.5T8.F500,PSE,2015,3.529710054397583,,
FOSGP.5T8.F500,PSE,2016,3.452970027923584,,
FOSGP.5T8.F500,PSE,2017,3.115829944610596,,
FOSGP.5T8.F500,PSE,2018,2.787709951400757,,
FOSGP.5T8.F500,PSE,2019,2.561630010604858,,
FOSGP.5T8.F500,PSE,2020,2.755650043487549,,
FOSGP.5T8.F500,QAT,2016,5.012350082397461,,
FOSGP.5T8.F500,QAT,2017,3.260279893875122,,
FOSGP.5T8.F500,QAT,2018,4.105959892272949,,
FOSGP.5T8.F500,QAT,2019,4.615910053253174,,
FOSGP.5T8.F500,QAT,2020,3.480079889297485,,
FOSGP.5T8.F500,ROU,2015,5.819690227508545,,
